Spacecraft,Condition,SV1,SV2,SV3,SV4,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BV1,P1_time_mean,P1_time_median,P1_time_p25,P1_time_p75,P1_time_variance,P1_time_line_integral,P1_time_min,P1_time_max,P1_freq_peak_value,P1_freq_peak_freq,P1_freq_sum_power_spectrum,P1_freq_std_power_spectrum,P1_freq_rms_freq,P2_time_mean,P2_time_median,P2_time_p25,P2_time_p75,P2_time_variance,P2_time_line_integral,P2_time_min,P2_time_max,P2_freq_peak_value,P2_freq_peak_freq,P2_freq_sum_power_spectrum,P2_freq_std_power_spectrum,P2_freq_rms_freq,P3_time_mean,P3_time_median,P3_time_p25,P3_time_p75,P3_time_variance,P3_time_line_integral,P3_time_min,P3_time_max,P3_freq_peak_value,P3_freq_peak_freq,P3_freq_sum_power_spectrum,P3_freq_std_power_spectrum,P3_freq_rms_freq,P4_time_mean,P4_time_median,P4_time_p25,P4_time_p75,P4_time_variance,P4_time_line_integral,P4_time_min,P4_time_max,P4_freq_peak_value,P4_freq_peak_freq,P4_freq_sum_power_spectrum,P4_freq_std_power_spectrum,P4_freq_rms_freq,P5_time_mean,P5_time_median,P5_time_p25,P5_time_p75,P5_time_variance,P5_time_line_integral,P5_time_min,P5_time_max,P5_freq_peak_value,P5_freq_peak_freq,P5_freq_sum_power_spectrum,P5_freq_std_power_spectrum,P5_freq_rms_freq,P6_time_mean,P6_time_median,P6_time_p25,P6_time_p75,P6_time_variance,P6_time_line_integral,P6_time_min,P6_time_max,P6_freq_peak_value,P6_freq_peak_freq,P6_freq_sum_power_spectrum,P6_freq_std_power_spectrum,P6_freq_rms_freq,P7_time_mean,P7_time_median,P7_time_p25,P7_time_p75,P7_time_variance,P7_time_line_integral,P7_time_min,P7_time_max,P7_freq_peak_value,P7_freq_peak_freq,P7_freq_sum_power_spectrum,P7_freq_std_power_spectrum,P7_freq_rms_freq,Case,anomaly_location
2,Anomaly,100,100,100,100,No,No,Yes,No,No,No,No,No,1.9846872176338402,1.9633676998458207,1.8962293499840497,2.0549154817578312,0.08211994131641741,2381.585574183753,0.4098655639224227,4.323165465833693,8208.407052756875,62.44796003330558,59224.94273737091,552.2465824928345,9.935201955452047,1.9786432666239677,1.925442914836496,1.842339683542548,2.0986753605511703,0.20415711056587812,2374.313580945279,0.103320026166619,4.717067298004161,23712.33557099164,62.44796003330558,147238.21021866662,1577.6787191784128,15.665152952688047,1.975902631979935,1.9046429239228753,1.820132429426428,2.1114787348344035,0.320086715771122,2371.0213102574526,0.5703684928143372,6.075039662418554,33777.81644466814,59.95004163197335,230846.69945749114,2233.587707259745,19.614905023879636,1.9495512803188262,1.924773477107644,1.7933986554540824,2.131466890934911,0.38781821384393417,2339.3419010624093,0.0017671161140592,5.990790877149342,32804.78407039895,59.95004163197335,279694.68973335234,2309.1154931574583,21.590688183155578,1.977487066875625,1.9323405658463928,1.8460343770168923,2.10879806422636,0.1906247099257635,2372.918323130149,0.0196753685387372,4.665522632167095,21272.982098402943,59.95004163197335,137478.63611081557,1412.028246390406,15.137075681408632,1.9662073266634923,1.938241573835364,1.8204955223509125,2.12337579415574,0.27751866288400723,2359.363997459928,-0.0010591441806389,4.913454963512124,27427.920098786693,59.95004163197335,200146.5984312775,1893.7594885485555,18.26410863010098,1.971142337146178,1.933899099245032,1.8121704847104907,2.12997696016364,0.280441803938479,2365.285402055317,-0.0047025816789919,4.943326588029514,25748.46734713011,59.95004163197335,202254.7692213331,1873.267943013319,18.360045807011353,164,3
2,Anomaly,100,100,100,100,No,No,No,Yes,No,No,No,No,1.9847254569484765,1.9568248565341513,1.8946784716244325,2.05942036451966,0.083016462108762,2381.656839963821,0.5432278773646374,4.285325164355467,10157.596580204843,59.95004163197335,59871.5139810702,568.9387505264723,9.989287093437499,1.9775557249469449,1.9194703676581988,1.8451392309330163,2.0959492413328733,0.21115722990286037,2373.0542105493264,0.0544283262578994,4.807400550678933,30189.652651701195,59.95004163197335,152286.69978455786,1640.474242122305,15.93145210919571,1.9733050711712954,1.9200226657815629,1.831596188023612,2.106435724520008,0.3048037892548432,2367.954849172065,0.0793792213610657,5.470549793994722,35615.00451365339,59.95004163197335,219824.6452124876,2040.164184099244,19.140909296255476,1.9753238302953777,1.902588790969684,1.8022288889573617,2.129332201013596,0.3461219883219662,2370.3730653167886,0.5100392831768292,5.6536492231531525,51588.49489145574,59.95004163197335,249623.35103879622,2776.6447657858957,20.397032097783093,1.9778022304811138,1.9368117843322403,1.8451617033888377,2.1031147395948286,0.1861965941533453,2373.3438481004373,-0.0009682187978693,4.57995592834361,26111.2012689246,59.95004163197335,134285.07680168972,1429.8421620507395,14.960229320974646,1.967373166895583,1.9342523738914192,1.8285009561012535,2.127925133822477,0.27300951876022755,2360.8199953978237,0.000576898325622,4.89656722171812,33023.594386801495,59.95004163197335,196894.60143463546,1915.556373945025,18.115122661956384,1.968149865399779,1.9472677418278488,1.817125243424368,2.1185139829076767,0.2892438994527624,2361.7549481323304,0.0109180983009226,4.9468956954499035,33426.61429316741,59.95004163197335,208602.844907282,1969.867844969218,18.645948840936022,165,4
2,Anomaly,100,100,100,100,No,No,No,No,Yes,No,No,No,1.9842923727654338,1.9637024125220328,1.8953875266898248,2.051016696839239,0.08101901763469721,2381.1130973574273,0.823636860119384,4.116385246647106,8914.13717416607,62.44796003330558,58430.95602765244,539.9025483989253,9.868380146343881,1.9787403049285086,1.9452060113935823,1.8475519744878377,2.0993954276005606,0.18580327636242147,2374.4168911240195,0.0240806947016495,4.809826250446761,19898.4653294944,62.44796003330558,134001.41581421657,1265.3527850972341,14.944420130058386,1.9719566027162174,1.9427755192075569,1.827877654943004,2.103412355587584,0.30102475216714597,2366.264597022936,0.0017594640555534,5.574839877843863,21352.11135217913,62.44796003330558,217099.20177532177,1540.1143744498734,19.02188221388382,1.9707218831563977,1.9316193352152609,1.7989818539739586,2.11548948579044,0.327319840766772,2364.7932257997063,0.0032928657163624,5.875013134844104,23178.720114006093,62.44796003330558,236063.23282091643,1692.315255240909,19.83528979793827,1.9790058813330882,1.9168523862386189,1.8431975996813703,2.0989834638590903,0.21350194172208825,2374.7422850222993,0.4873378233153893,5.0362121553958765,28120.799281510393,62.44796003330558,153977.70712094093,1672.6509432070086,16.019660167064558,1.976582325838231,1.912683361674684,1.8131837625580387,2.120872346383905,0.2902205892365599,2371.827170215282,0.1288353601001742,5.112850503165916,36761.63419122007,62.44796003330558,209307.23406770165,2151.0670591700414,18.677403195113502,1.9645089634318822,1.9046345092530936,1.803723095264732,2.1215712241641183,0.3354212987175158,2357.323141490139,-0.00556934637295,4.899910697436133,33428.60862870286,62.44796003330558,241906.00834572173,2328.3989325381895,20.079259960870143,166,5
2,Anomaly,100,100,100,100,No,No,No,No,No,Yes,No,No,1.9837829652551788,1.9678473975704505,1.8951706208219807,2.0581793306667886,0.07621455717261394,2380.5430540221523,0.522370079415999,4.027160174194096,9584.622069278652,59.95004163197335,54965.97674016777,499.88647437064503,9.571309274786442,1.978689074491179,1.940884297720593,1.8479396991622168,2.089418845838531,0.17878106759121187,2374.4399647083465,0.0230101893973409,4.69373454760578,20800.4296914714,59.95004163197335,128936.99533731579,1159.4142684086994,14.65929712601732,1.971314432806657,1.9490749591687175,1.8300021098960273,2.1045006054017614,0.29181439630062256,2365.593331826125,-0.0032800959422934,5.497175974069637,21938.54364994957,59.95004163197335,210456.68851920706,1414.5702164867,18.72861840958942,1.9807048690376448,1.9228514178450635,1.8191518409167848,2.091588707298944,0.3275620576573642,2376.895282893353,0.0024777210951003,5.855846428497139,22898.05265650718,59.95004163197335,236237.91976351992,1553.1905627419724,19.84262750425289,1.9794581975120984,1.9189988436879448,1.842911735332036,2.100481001936171,0.19667127498420614,2375.377366516432,0.2874993908890413,4.709340632038244,32082.639267186467,59.95004163197335,141839.421854247,1609.310523131814,15.375273539802308,1.97581967213102,1.9033391228404064,1.8028117380808824,2.140454733835659,0.35039116370402634,2371.022869870213,0.338148708459481,5.085478521066452,57773.60569447523,59.95004163197335,252702.28245892565,2869.1454610158935,20.52243822660641,1.9693800526501923,1.9013178324224809,1.799053456043309,2.1135858967127743,0.34837367153169047,2363.286130744065,-0.0034843927507151,5.511265387885731,41533.38868336384,59.95004163197335,251247.26609549095,2280.1122801019615,20.46327059618,167,6
2,Anomaly,100,100,100,100,No,No,No,No,No,No,Yes,No,1.984482770776655,1.9725187804916064,1.8948120293569808,2.061678203653728,0.07561995654185302,2381.3834632635007,0.5820343287793194,4.016819666122713,8965.296969462914,59.95004163197335,54537.150467962674,481.0513349910888,9.533900082334501,1.977864481926667,1.9453017494370328,1.8478117918961183,2.0881865080452746,0.1783999450216671,2373.452510084955,0.0149259228896249,4.68031618804792,19534.646502063475,59.95004163197335,128662.12954959885,1133.528179356351,14.643663564240498,1.9695977186869278,1.9393000313611688,1.823445188905897,2.097880039940206,0.29534807504358235,2363.5160095225706,-0.0024574104136533,5.579877550997293,20097.403397350936,59.95004163197335,213005.17939546917,1377.5089990956735,18.841672758165128,1.9886978456299003,1.8861879634802337,1.7336407853275315,2.2353435778651742,0.4179970548103703,2386.2641955997888,-0.0228764708777388,5.7575301772416445,25041.702054664325,462.11490424646126,301459.68492776644,1859.8538634846489,22.415013009430623,1.978587841143037,1.9259050661694708,1.8433399064842448,2.0982998341613497,0.19511332851371144,2374.3160941558363,0.2046363661096879,4.638908994572583,30212.218568115975,59.95004163197335,140715.83008075296,1559.1032816590632,15.314254257649035,1.973345900275112,1.9207240090714024,1.808715418363188,2.112944371983029,0.32661971554664593,2368.0217140504465,0.1310098154719838,5.626127687042398,38556.00561401045,59.95004163197335,235558.3021620988,2104.407623450663,19.81406496078391,1.9757336425592047,1.9001895846130887,1.7866985829125357,2.132229978337985,0.3655126268448749,2370.899162988166,0.3275838848540271,5.321681667712116,60326.33427712259,59.95004163197335,263607.8892368373,3030.7905527069024,20.960593552220686,168,7
2,Anomaly,100,100,100,100,No,No,No,No,No,No,No,Yes,1.984337205042114,1.9595178644740137,1.8913496968124823,2.0604594673803254,0.08828058488753522,2381.190903134987,0.6634013421340798,4.236903246796146,10963.967558250015,64.94587843463779,63668.00196118285,643.7372576156589,10.301132782464821,1.97866079368495,1.9268230828191857,1.8434707581560936,2.1143436641444984,0.20047763540621688,2374.37036973463,0.2475685302995221,5.070084652272286,25040.323146407638,64.94587843463779,144584.57089378135,1509.7287701132952,15.523346444081215,1.9718798404661333,1.9379012095015469,1.8249316260812531,2.114892922867185,0.3266770473669167,2366.2487536871067,-0.003023187688014,5.5750296242400434,30018.421610431982,64.94587843463779,235599.64989954402,1818.5772618871952,19.81580387382522,1.9667676991652332,1.8753585215097908,1.732882729810736,2.2483204194412445,0.4139016428342672,2360.235804934435,-0.0125329761252697,5.811766214653344,31766.67452979603,64.94587843463779,298506.0717628951,2300.578240674355,22.30493487111821,1.9791174044263602,1.9236838604934503,1.8431116491387471,2.105201410767856,0.2035007385609248,2374.9282669284707,0.0005626751032397,4.596825644332574,28106.813969089388,64.94587843463779,146764.8344005083,1653.084907159387,15.63995068196126,1.969468050080431,1.9232276631033487,1.8180057742428848,2.123035333095848,0.2993819774346763,2363.357214920494,0.0029848158985339,4.92054323010286,36112.7287931762,64.94587843463779,215914.43181687733,2236.736222430911,18.969907389374946,1.9689318676346814,1.923922866454832,1.8127112734454809,2.1276289117459495,0.30416602576995294,2362.698848861611,-0.0013889495896604,4.946505764038509,40272.92119604018,64.94587843463779,219364.68986830304,2341.572639989301,19.120873841097634,169,8
3,Anomaly,100,100,100,100,Yes,No,No,No,No,No,No,No,1.9846896909072422,1.9592514466898887,1.8921333261650288,2.063385359100717,0.08649176619125688,2381.6186708664695,0.716829400245861,4.238563529513844,10000.243053504291,64.94587843463779,62377.905023017556,617.0894521710596,10.19623337504407,1.9763779658871339,1.9401769830149684,1.8437528513659025,2.095460220372241,0.20465442782702845,2371.6356516032874,0.2839823352804828,5.255422621370945,22740.151977737412,64.94587843463779,147596.87567606688,1452.4853123041978,15.684221140797677,1.9734627722860194,1.9363017894843952,1.8330660214761905,2.092262469990354,0.2967413320814813,2368.138604119023,-0.0022345375411694,6.110795884851759,27063.77583961513,64.94587843463779,214009.9970678304,1749.5784442601866,18.88606175057108,1.962371383197518,1.9232560991275125,1.8173282701832347,2.1100987132742817,0.3377767913274775,2354.8275695007715,-0.0012643844651217,5.732213673378872,30697.468708445504,64.94587843463779,243604.7907937725,1990.8767292375242,20.14963981455469,1.9786627653614102,1.92579576674999,1.8453736551489368,2.1051440921309474,0.19788518121991666,2374.3870215314323,0.0005626731422441,4.299454262072196,26650.158594732373,64.94587843463779,142714.8916383945,1604.2198051168532,15.422650638935497,1.970608302690067,1.9328195896468512,1.798463734679226,2.1445082511618536,0.3662517181845536,2364.7630733036876,-0.0026694516232845,5.584540177902775,34552.382343177334,64.94587843463779,264140.9222805592,2289.727300278926,20.981774721591087,1.9670861106915163,1.8999149223479768,1.7672475754364472,2.1743505777336187,0.3851241314289432,2360.600632396853,-0.0118175672877308,5.06591183803592,36020.55030026192,64.94587843463779,277751.71614861966,2286.7225494474606,21.515564759363535,170,1
3,Anomaly,100,100,100,100,No,Yes,No,No,No,No,No,No,1.9843472932920478,1.9605457636567296,1.897280004220529,2.062345174329145,0.0847979181613775,2381.191215618605,0.558149742064054,4.2152853645804615,10894.675884050186,62.44796003330558,61156.30097694454,606.2319633213093,10.095898587788389,1.9785261486750754,1.9190767527589427,1.840784779420864,2.100958916108208,0.21315778909303787,2374.1872994385903,0.6309002033276097,5.634843402702368,30037.99110509378,62.44796003330558,153729.50407279347,1673.1337357054554,16.006743582669227,1.9741798714985226,1.92020597259055,1.8175498283725544,2.1133361363439405,0.2996842447031943,2368.9606808996564,0.0258153493067645,5.523459537283051,33987.09423447383,62.44796003330558,216132.42712206618,1936.486202101399,18.979481338279776,1.96661729858198,1.913829097141572,1.8087560274444503,2.113746746362664,0.36097001661005657,2359.87741580516,-0.011165296152578,6.066614992953175,36608.134474699946,62.44796003330558,260331.75646418115,2267.290651367477,20.829936648334655,1.9774127068105476,1.9317933675181729,1.8442346535182328,2.1121860295663786,0.1918455446777229,2372.8485343052535,0.0070173064690796,4.056129501675386,27781.764317574725,62.44796003330558,138359.1027443461,1565.659797877345,15.185470179546966,1.960913400761004,1.9320139150726667,1.806556190446155,2.1383199792543266,0.3390613294558181,2353.0393998658856,-0.0056217386979648,5.616760270010483,35071.314716039,62.44796003330558,244531.20033420075,2129.927278432404,20.187917192147417,1.9719299751267447,1.9272744120499528,1.806098014135108,2.1271978790744828,0.3124105871283457,2366.2576825410665,-0.0046423989453285,5.248958854282489,34237.60118813083,62.44796003330558,225310.67164225652,2076.9999003384623,19.378281298155095,171,2
3,Anomaly,100,100,100,100,No,No,Yes,No,No,No,No,No,1.984305188928486,1.957850519704008,1.894695306609344,2.0585049872885177,0.08168017806464041,2381.126311696642,0.4098655639224227,4.019675140586696,9182.002930293675,59.95004163197335,58907.7852603077,614.2990844300881,9.908564078639893,1.9793992307441677,1.9247589172660573,1.8418365478425327,2.1080338227386526,0.21075847422622748,2375.2164676271013,0.103320026166619,5.059856942602035,26250.693574266275,59.95004163197335,151999.11699119242,1736.121452923979,15.916402283556023,1.9758628105332026,1.8966087622342391,1.8090074365688809,2.1200035767951566,0.3023559550982787,2370.96913101936,0.5703684928143372,6.24716909425674,37842.98789673755,59.95004163197335,218059.26599485616,2436.120213566226,19.063895456895136,1.9693360641944413,1.9088356386813183,1.8008954899093603,2.115119841967852,0.3501327190825845,2363.1184530752594,0.030021887495694,5.953272727560215,36974.25147163012,59.95004163197335,252515.89206871946,2430.510444523642,20.51486826949012,1.9781159448488495,1.9289680742793984,1.844876919869313,2.1093189879887966,0.19071780352110565,2373.673661223341,0.0196753685387372,4.084286416215246,23990.53380825787,59.95004163197335,137545.77525832318,1559.4205705100442,15.140771405839002,1.9638753598077632,1.9249483265262004,1.8110782366523928,2.1358982263612813,0.35261771826851007,2356.550014337853,-0.015334037923923,5.61564870177023,30318.812636128427,59.95004163197335,254308.0747241086,2065.990645446184,20.587539707474704,1.9722708722204316,1.938105508259932,1.8100314444488064,2.152680576182725,0.30987256187252743,2366.6511141687115,-0.0038906312215696,5.122692690233916,29034.732111060388,59.95004163197335,223480.24655874778,2051.7998156818912,19.299406146250018,172,3
3,Anomaly,100,100,100,100,No,No,No,Yes,No,No,No,No,1.9849826616795818,1.9563288775025531,1.8908190164311935,2.0658148045176006,0.0774012536461836,2381.965860739711,0.5432278773646374,4.0167647620216895,10790.870749346603,59.95004163197335,55821.82283025446,595.3914673330349,9.645536345053987,1.9777432304328233,1.9174737073062489,1.84119803460512,2.099458160388799,0.22153228880510945,2373.2690837458995,0.0559740380341251,5.30905575048568,32288.676207581426,59.95004163197335,159769.19745238934,1745.6662170212567,16.318149274779362,1.972009573254605,1.9213635082483091,1.8219639467213753,2.1138625284347747,0.3288410309578723,2366.398403513647,0.0003221660420935,6.449894116441394,38076.5899666623,59.95004163197335,237160.315947333,2145.3866639200473,19.881327753587158,1.975389890949362,1.8864724264657624,1.7993078065588737,2.1283759427385567,0.3648824714367458,2370.4469144310633,0.5513656880284026,6.079427485088986,55525.06902586874,59.95004163197335,263153.4208414168,2958.6535238415013,20.942517392512645,1.9785562814810767,1.9322804056630127,1.846117779565552,2.10734327789156,0.18228089317153523,2374.2474954028553,-0.0002416584360794,4.138523822928418,27739.109292695153,59.95004163197335,131461.07129575787,1510.087333567308,14.80208720055823,1.957270771198892,1.862207193670144,1.6852403972609826,2.2890399716503333,0.41479844816735195,2348.929431149287,-0.0147341404276402,5.589571561210319,41154.98292794375,461.2822647793505,299152.84821751824,2654.489451922141,22.329085972393283,1.9683246926624827,1.9474345036134184,1.8158402974576344,2.134920711181371,0.30755237173788436,2361.961234621053,0.0004417503587927,4.918385557504557,35087.8127137764,59.95004163197335,221806.92427354815,2048.1849132869706,19.22701763463539,173,4
3,Anomaly,100,100,100,100,No,No,No,No,Yes,No,No,No,1.9843489217915085,1.9658843873868463,1.8975938228704048,2.0531139555346,0.07731807032130761,2381.1800615972634,0.8201084828267367,4.063793750267798,8209.481967120213,62.44796003330558,55761.83097476221,514.2477879029315,9.64035191048216,1.9777845241144039,1.947003488564144,1.8468024847779343,2.098582252318336,0.19048997674656282,2373.2659980299286,0.0261729017727308,5.276405542881656,18078.7525225348,62.44796003330558,137381.4664746095,1218.586366814608,15.13172530780994,1.9744630229340003,1.938909452829804,1.828049136753516,2.11201449044914,0.287996916688255,2369.2672784343267,0.0017594640555534,6.029341435660428,19990.988000890437,62.44796003330558,207703.52031402782,1537.0759175994397,18.605712398527313,1.9931174235955964,1.9272533241576952,1.8153653655468207,2.1398775379224566,0.35799041153667543,2391.6599460364123,-0.0040360675588725,5.723569520926977,21443.938547416143,62.44796003330558,258182.86379545616,1739.5513548445826,20.743788781040625,1.9797609999769148,1.928988060241864,1.8437888207734552,2.0992377053430062,0.20793697449988746,2375.653760173887,0.4285130515117157,4.309248714438287,26099.26438582834,62.44796003330558,149964.2499778061,1601.471336008315,15.809503996953124,1.9925923837264272,1.9259386401084504,1.7995048429784326,2.1457405803449734,0.35178878597398894,2391.080663353724,-0.0002099974061868,5.86888636928469,37086.983994980954,62.44796003330558,253710.24833883392,2191.996760156766,20.563326917064188,1.9694480239220875,1.901655854157672,1.7431416758147915,2.2097931806083135,0.38781461343396295,2363.1651214462954,-0.0153244754598991,5.228732413025142,28697.61371786478,62.44796003330558,279692.09311588085,2114.1297825138377,21.59058796157409,174,5
3,Anomaly,100,100,100,100,No,No,No,No,No,Yes,No,No,1.984208802817601,1.9713604493776928,1.8943572713357053,2.0627625228340003,0.07511815170233506,2381.0549551351523,0.5220265033185818,4.182882733414138,8830.192755512953,59.95004163197335,54175.24856679991,470.71123163120154,9.502214528448961,1.9779593362240306,1.9440415225645007,1.8493387968868729,2.077739769727644,0.18423008549654407,2373.5648997961925,0.0174390796469006,5.115423939625688,19342.494187982575,59.95004163197335,132866.82977515037,1116.0677325452168,14.88101865773702,1.9742252877713202,1.9381041257095,1.8286974919284955,2.0901892687745702,0.2840145998926595,2369.084341110818,-0.0021857668581179,6.066080919662496,20463.189578344274,59.95004163197335,204831.47144988598,1359.671688550633,18.476628094698718,1.9850660936822537,1.9286228519108168,1.8094481088906127,2.1266532276160657,0.366121184882573,2382.074321153768,9.97058678489e-05,5.639843492207926,23844.279297823537,59.95004163197335,264046.7815979041,1680.4166675628153,20.97803540205422,1.978933230387302,1.924769536896752,1.8436025908211264,2.098351235495121,0.1890360890790175,2374.7446480813073,0.2874993908890413,4.415043992322808,29476.479202009985,59.95004163197335,136332.92196183198,1491.0643146710895,15.073869330833848,1.9758970575280883,1.9200531871193227,1.8042929445199785,2.1306084605835407,0.36260876757038135,2371.113802637068,0.283989529730902,5.771876365145579,53740.584993970464,59.95004163197335,261513.62447614275,2694.3339527067674,20.87716553542581,1.9700351702405638,1.910224179290282,1.8064170801733,2.111298767898192,0.3467416598879776,2364.0691972072145,0.0017775492474903,5.513234797910272,34926.32610556659,59.95004163197335,250070.2584820394,1959.0340402969641,20.415282612218043,175,6
3,Anomaly,100,100,100,100,No,No,No,No,No,No,Yes,No,1.9852455468371,1.976075047610688,1.8952618779481267,2.058983184204814,0.07379453089786435,2382.298784116336,0.579672567970794,4.103252027053463,7229.156633967613,59.95004163197335,53220.652580805225,417.2373391065572,9.418125484122378,1.9765619317877265,1.949302605519648,1.8503764090888783,2.082419466921567,0.1836490890090823,2371.88075001047,0.0162129058167789,5.265000127416983,15837.670270869325,59.95004163197335,132447.81481789472,1028.4150776076876,14.857535395543385,1.9751073271007364,1.9449873731257088,1.837097841574848,2.097994299998396,0.27642582293249834,2370.1358668553967,-0.0020611861481604,6.141398050579451,15435.7291034716,59.95004163197335,199358.44171182925,1243.5357793546261,18.228112066797138,1.9840940551241633,1.930892789535945,1.8132787373092265,2.1230050613149314,0.346437337708456,2380.9246453195374,0.0001961437980382,5.652701309865041,16125.687822169599,59.95004163197335,249850.78117400734,1424.4030247584114,20.406321780843935,1.9786906826470083,1.9316853118169617,1.8436461984719823,2.099392554043343,0.18168255690436638,2374.435372222297,0.2130465169120986,4.28853022863254,24806.441373028865,59.95004163197335,131029.55088070751,1343.2394587023557,14.77777333704842,1.974434268026459,1.9247452347679168,1.8147728518642423,2.120949818903536,0.36472253835614876,2369.309041398281,0.0095342996641619,5.748213223624908,31160.155303898773,59.95004163197335,263038.0770237237,1927.838656055081,20.937927190616062,1.9762296766810377,1.9154252122877755,1.8063504140627944,2.139187914166514,0.347190898494508,2371.499486743425,0.2661579295298461,4.747359054482962,50273.76548303982,59.95004163197335,250394.24958968846,2615.638149019818,20.428503354777302,176,7
3,Anomaly,100,100,100,100,No,No,No,No,No,No,No,Yes,1.9852946493467498,1.957577880314148,1.8913496968124823,2.0586700425794726,0.0835679647737077,2382.3444264457557,0.7964354804051518,4.336565592511969,9853.620403723884,64.94587843463779,60269.25797878039,607.3384658766781,10.022413047663088,1.9771407923505118,1.9368105898688392,1.8458585974499848,2.0938387076125458,0.1986750181633743,2372.5474757008005,0.2586247945126028,5.176845773851841,22576.0588149534,64.94587843463779,143284.5224369347,1425.7235330465758,15.453398894576273,1.9739132599736962,1.9362275144177097,1.835394127786912,2.1008064329686964,0.2756190398441241,2368.6680395349163,-0.0033784938106387,6.139741840017063,26317.4973829834,64.94587843463779,198776.5893451023,1698.5658369555324,18.201492124965206,1.97296289245731,1.9213439672900168,1.8036471786917083,2.1113871915872333,0.34180164865113655,2367.533764330664,-0.0001912205197824,5.598165762887821,30930.97614342699,64.94587843463779,246507.5199080241,2010.6182938656555,20.26933315413641,1.9804651329558132,1.9280228146816,1.8436135515087395,2.105082815668428,0.20526970813207354,2376.54771389278,0.0005626751032397,4.176692795509976,26278.540876441522,64.94587843463779,148040.61613970555,1596.1827639766605,15.707780245242883,1.9345394794464414,1.9112316298327496,1.7858718236523667,2.1471293651055627,0.37974415180401655,2321.437536796442,-0.0438698724770157,5.62452221652774,33864.94781797684,64.94587843463779,273871.6721531327,2305.1131718471684,21.364755718750633,1.967085432401343,1.9224631292793208,1.8073449669248896,2.117002099250149,0.3540116458044656,2360.476712286074,-0.003840412667045,5.136295854794927,36929.31757881653,64.94587843463779,255313.3759600036,2207.565957922084,20.628191711021902,177,8
