P5_freq_peak_value,P7_time_line_integral,P7_time_min,P7_freq_sum_power_spectrum,P2_freq_peak_value,P5_freq_peak_freq,P4_freq_peak_value,P5_time_min,P3_freq_sum_power_spectrum,P2_freq_sum_power_spectrum,P1_freq_peak_value,P2_freq_peak_freq,P6_freq_sum_power_spectrum,P2_time_min,P3_freq_std_power_spectrum,P2_freq_std_power_spectrum,P5_freq_sum_power_spectrum,P3_freq_peak_freq,P2_time_median,P6_freq_peak_value,P1_time_min,P4_freq_std_power_spectrum,P1_freq_sum_power_spectrum,P4_freq_sum_power_spectrum,P3_freq_peak_value,P7_freq_peak_freq,P3_time_min,P7_freq_peak_value,P1_freq_peak_freq,anomaly_location
24603.11289433561,2361.818259026387,0.0115909865703975,216228.884134775,27973.03816563776,59.95004163197335,47903.19104340821,-0.0015718843260629,202618.6650259767,144303.97911108407,9475.37428680987,59.95004163197335,200821.23045321816,0.0533715732583478,1831.3855850013103,1520.7950260808589,135298.22065880563,59.95004163197335,1.9187307270595213,31437.121069086694,0.5432278773646374,2587.9915869642573,61499.96868360179,242451.44617084373,32068.021286987754,59.95004163197335,0.004617517146673,32312.37841242423,59.95004163197335,4
27739.10929269513,2361.961234621053,0.0004417503587927,221806.9242735481,32288.676207581437,59.95004163197335,55525.06902586874,-0.0002416584360794,237160.315947333,159769.19745238932,10790.870749346612,59.95004163197335,299152.84821751824,0.0559740380341251,2145.3866639200473,1745.6662170212571,131461.07129575784,59.95004163197335,1.9174737073062489,41154.98292794376,0.5432278773646374,2958.6535238415013,55821.82283025445,263153.42084141675,38076.5899666623,59.95004163197335,0.0003221660420935,35087.81271377638,59.95004163197335,4
26099.26438582834,2363.1651214462954,-0.0153244754598991,279692.09311588085,18078.752522534785,62.44796003330558,21443.938547416135,0.4285130515117157,207703.52031402785,137381.46647460945,8209.481967120217,62.44796003330558,253710.2483388339,0.0261729017727308,1537.07591759944,1218.5863668146076,149964.2499778061,62.44796003330558,1.947003488564144,37086.98399498095,0.8201084828267367,1739.5513548445824,55761.83097476221,258182.8637954562,19990.988000890444,62.44796003330558,0.0017594640555534,28697.61371786479,62.44796003330558,5
30290.46227235642,2358.758370040884,-0.00556934637295,249360.39778995386,20748.702617066323,62.44796003330558,24055.88969921663,0.4822963764637179,171223.6782471103,128013.95437311131,9489.428531991538,62.44796003330558,218225.31846785362,0.0218687166120924,1525.7892062383917,1280.6218581022986,158908.5283014636,62.44796003330558,1.9469310050096047,39322.21786540004,0.7674594150664603,1677.0934105918238,61449.3990639082,197384.0519306005,22498.015545399485,62.44796003330558,0.0017594640555534,36055.31327703033,62.44796003330558,5
26099.26438582834,2363.1651214462954,-0.0153244754598991,279692.09311588085,18078.752522534785,62.44796003330558,21443.938547416135,0.4285130515117157,207703.52031402785,137381.46647460945,8209.481967120217,62.44796003330558,253710.2483388339,0.0261729017727308,1537.07591759944,1218.5863668146076,149964.2499778061,62.44796003330558,1.947003488564144,37086.98399498095,0.8201084828267367,1739.5513548445824,55761.83097476221,258182.8637954562,19990.988000890444,62.44796003330558,0.0017594640555534,28697.61371786479,62.44796003330558,5
29476.479202009985,2364.0691972072145,0.0017775492474903,250070.2584820394,19342.494187982575,59.95004163197335,23844.279297823537,0.2874993908890413,204831.47144988598,132866.8297751503,8830.192755512957,59.95004163197335,261513.62447614278,0.0174390796469006,1359.671688550633,1116.0677325452168,136332.92196183195,59.95004163197335,1.9440415225645007,53740.584993970464,0.5220265033185818,1680.4166675628153,54175.2485667999,264046.78159790416,20463.189578344274,59.95004163197335,-0.0021857668581179,34926.32610556661,59.95004163197335,6
35113.67126238143,2363.7438312790227,-0.0019533032943455,267736.78473191784,22468.254174809208,59.95004163197335,25033.935950492407,0.2874993908890413,165834.9551515359,123137.61531050218,10420.485801343837,59.95004163197335,265713.5527068843,0.0243106578553647,1425.537134432234,1212.461987174699,151670.18373220164,59.95004163197335,1.9439225608890491,63180.49253396308,0.5253904796687417,1547.362531274017,56908.95746705836,192121.54999464957,23886.984830764675,59.95004163197335,-0.0028109706830353,46647.5835321156,59.95004163197335,6
29476.479202009985,2364.0691972072145,0.0017775492474903,250070.2584820394,19342.494187982575,59.95004163197335,23844.279297823537,0.2874993908890413,204831.47144988598,132866.8297751503,8830.192755512957,59.95004163197335,261513.62447614278,0.0174390796469006,1359.671688550633,1116.0677325452168,136332.92196183195,59.95004163197335,1.9440415225645007,53740.584993970464,0.5220265033185818,1680.4166675628153,54175.2485667999,264046.78159790416,20463.189578344274,59.95004163197335,-0.0021857668581179,34926.32610556661,59.95004163197335,6
24806.441373028865,2371.499486743425,0.2661579295298461,250394.2495896885,15837.670270869325,59.95004163197335,16125.687822169606,0.2130465169120986,199358.44171182928,132447.8148178947,7229.156633967616,59.95004163197335,263038.0770237237,0.0162129058167789,1243.5357793546264,1028.4150776076876,131029.55088070748,59.95004163197335,1.949302605519648,31160.155303898762,0.579672567970794,1424.4030247584117,53220.652580805225,249850.7811740074,15435.729103471615,59.95004163197335,-0.0020611861481604,50273.76548303984,59.95004163197335,7
33264.591567720374,2371.1624686465066,0.3492755580487901,278646.8687441977,21111.691153575128,59.95004163197335,22356.103913957755,0.2026658361690557,165408.3033321071,123975.72847481094,9708.256726608894,59.95004163197335,252479.8266820363,0.0165513929442833,1368.9766176104988,1183.504031297943,150656.71506442508,59.95004163197335,1.949995976364136,42550.57654839635,0.5813372599149377,1490.3317799486613,55911.69516540351,192557.99485577559,21373.036046505244,59.95004163197335,-0.0024291061595603,65966.47564116324,59.95004163197335,7
24806.441373028865,2371.499486743425,0.2661579295298461,250394.2495896885,15837.670270869325,59.95004163197335,16125.687822169606,0.2130465169120986,199358.44171182928,132447.8148178947,7229.156633967616,59.95004163197335,263038.0770237237,0.0162129058167789,1243.5357793546264,1028.4150776076876,131029.55088070748,59.95004163197335,1.949302605519648,31160.155303898762,0.579672567970794,1424.4030247584117,53220.652580805225,249850.7811740074,15435.729103471615,59.95004163197335,-0.0020611861481604,50273.76548303984,59.95004163197335,7
26278.540876441504,2360.476712286074,-0.003840412667045,255313.37596000364,22576.058814953394,64.94587843463779,30930.97614342699,0.0005626751032397,198776.5893451023,143284.52243693467,9853.62040372388,64.94587843463779,273871.6721531326,0.2586247945126028,1698.5658369555324,1425.7235330465753,148040.6161397055,64.94587843463779,1.9368105898688392,33864.94781797683,0.7964354804051518,2010.6182938656552,60269.25797878038,246507.5199080241,26317.49738298339,64.94587843463779,-0.0033784938106387,36929.31757881652,64.94587843463779,8
28189.829235571484,2360.3445702476865,-0.0014797960150941,220274.18725486417,24425.1332852764,64.94587843463779,32274.528351403867,0.0005626751032397,178969.74186178093,140164.98385525454,10766.257715725702,64.94587843463779,219198.05209256438,0.2462333240050532,1755.320903272012,1482.7877436775534,153795.6546443613,64.94587843463779,1.927557436393072,36495.62253139054,0.6554097563842256,1948.2054008506334,64957.92985268327,200215.5124322124,28627.56525754315,64.94587843463779,-0.0030407412731351,38827.18219389907,64.94587843463779,8
26278.540876441504,2360.476712286074,-0.003840412667045,255313.37596000364,22576.058814953394,64.94587843463779,30930.97614342699,0.0005626751032397,198776.5893451023,143284.52243693467,9853.62040372388,64.94587843463779,273871.6721531326,0.2586247945126028,1698.5658369555324,1425.7235330465753,148040.6161397055,64.94587843463779,1.9368105898688392,33864.94781797683,0.7964354804051518,2010.6182938656552,60269.25797878038,246507.5199080241,26317.49738298339,64.94587843463779,-0.0033784938106387,36929.31757881652,64.94587843463779,8
